ID;HTS;TAMHOGAR;INGFAM;SEXO;AUTLIC;HORA;ORIGEN;DESTINO;JEFEHOGAR;NUMAUTO;NUMEST;NUMTRAB;LICTOT;CANTALT;ELECCION;TV1;TV2;TV3;TV4;TV5;TV6;TV7;TV8;TV9;TV6A;TV6M;TV7A;TV7M;TV8T;TV8M;TV9B;TV9M;TC1;TC2;TC3;TC4;TC5;TC6;TC7;TC8;TC9;TE3;TE4;TE5;TE6;TE7;TE8;TE9;CT1;CT2;CT3;CT4;CT5;CT6;CT7;CT8;CT9;DISP1;DISP2;DISP3;DISP4;DISP5;DISP6;DISP7;DISP8;DISP9
209;55;5;64,0;1;0,00;815;502;113;1;0;2;1;1;2;4;0,00;0,00;0,00;11,40;14,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,60;6,48;0,00;0,00;0,00;0,00;0,00;3,20;0,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,75;1,36;0,00;0,00;0,00;0,00;0;0;0;1;1;0;0;0;0
210;48;5;60,0;1;0,00;805;408;510;1;0;1;2;3;3;8;0,00;0,00;0,00;0,00;22,05;0,00;0,00;18,60;17,52;0,00;0,00;0,00;0,00;7,50;11,10;6,42;11,10;0,00;0,00;0,00;0,00;9,23;0,00;0,00;14,52;10,92;0,00;0,00;7,00;0,00;0,00;2,60;6,80;0,00;0,00;0,00;0,00;1,36;0,00;0,00;1,80;1,80;0;0;0;0;1;0;0;1;1
211;50;2;100,0;1;1,00;815;119;701;1;2;0;1;2;8;1;13,95;13,95;18,15;0,00;32,33;18,87;27,90;18,50;21,80;4,87;14,00;13,90;14,00;4,50;14,00;7,80;14,00;4,80;4,80;10,80;0,00;10,80;4,80;4,80;11,03;11,03;0,60;0,00;1,60;1,30;1,30;1,90;2,90;4,62;0,61;2,04;0,00;0,68;1,43;0,44;1,63;1,12;1;1;1;0;1;1;1;1;1
212;50;4;200,0;1;0,75;840;707;701;0;3;0;2;4;5;4;8,62;8,62;7,35;7,80;16,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,80;4,80;3,97;4,80;3,97;0,00;0,00;0,00;0,00;0,30;1,30;0,20;0,00;0,00;0,00;0,00;4,01;0,31;2,04;0,48;0,68;0,00;0,00;0,00;0,00;1;1;1;1;1;0;0;0;0
213;40;4;150,0;1;1,00;840;517;701;1;2;1;1;2;8;1;17,12;17,12;18,25;0,00;33,28;20,70;23,73;19,90;25,60;6,70;14,00;9,73;14,00;5,90;14,00;11,60;14,00;3,23;3,23;13,20;0,00;10,20;9,00;9,00;13,43;17,03;0,50;0,00;4,30;1,30;1,30;1,80;2,60;3,94;0,61;1,70;0,00;0,68;1,33;0,48;1,46;1,12;1;1;1;0;1;1;1;1;1
214;40;10;70,0;1;1,00;800;411;510;1;1;4;3;1;4;9;0,00;0,00;15,18;0,00;17,43;0,00;0,00;13,00;13,10;0,00;0,00;0,00;0,00;1,90;11,10;2,00;11,10;0,00;0,00;2,28;0,00;10,43;0,00;0,00;11,88;11,88;0,60;0,00;0,50;0,00;0,00;2,60;2,20;0,00;0,00;2,72;0,00;1,36;0,00;0,00;1,46;1,46;0;0;1;0;1;0;0;1;1
215;40;5;60,0;0;1,00;640;411;510;1;1;2;2;1;6;5;0,00;13,28;14,52;0,00;20,67;0,00;35,83;14,18;14,82;0,00;0,00;24,73;11,10;3,08;11,10;3,72;11,10;0,00;0,00;12,97;0,00;9,83;0,00;9,83;17,52;17,52;1,30;0,00;1,30;0,00;2,00;3,30;2,20;0,00;1,90;3,06;0,00;1,36;0,00;0,48;1,80;1,80;0;1;1;0;1;0;1;1;1
216;40;2;100,0;1;0,50;830;323;701;1;1;0;2;2;8;9;17,68;17,68;22,47;0,00;28,93;19,18;18,42;19,20;22,20;5,18;14,00;4,42;14,00;5,20;14,00;8,20;14,00;1,80;1,80;8,17;0,00;8,17;2,17;2,17;12,00;12,00;0,80;0,00;1,80;1,30;1,30;2,08;2,00;4,86;0,75;2,04;0,00;0,68;1,29;0,48;1,46;1,12;1;1;1;0;1;1;1;1;1
217;40;2;100,0;1;0,50;830;323;701;1;1;0;2;2;8;9;17,68;17,68;22,47;0,00;28,93;19,18;18,42;19,20;22,20;5,18;14,00;4,42;14,00;5,20;14,00;8,20;14,00;1,80;1,80;8,17;0,00;8,17;2,17;2,17;12,00;12,00;0,80;0,00;1,80;1,30;1,30;2,08;2,00;4,86;0,75;2,04;0,00;0,68;1,29;0,48;1,46;1,12;1;1;1;0;1;1;1;1;1
218;40;5;70,0;0;0,00;645;501;109;1;0;3;2;0;2;4;0,00;0,00;0,00;9,80;15,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,68;3,23;0,00;0,00;0,00;0,00;0,00;2,00;1,30;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,44;1,36;0,00;0,00;0,00;0,00;0;0;0;1;1;0;0;0;0
219;40;5;65,0;1;0,50;820;419;510;1;1;2;2;2;8;8;13,32;14,62;15,73;0,00;24,17;15,57;29,00;15,77;16,57;4,47;11,10;17,90;11,10;4,67;11,10;5,47;11,10;1,80;0,00;9,37;0,00;6,37;10,80;9,60;9,97;9,97;0,60;0,00;0,70;2,00;2,00;2,60;2,60;4,08;1,50;2,72;0,00;1,36;1,84;0,48;1,63;1,80;1;1;1;0;1;1;1;1;1
220;40;4;60,0;0;0,00;830;306;510;1;0;2;1;0;4;5;0,00;5,97;10,13;0,00;8,98;0,00;22,68;0,00;0,00;0,00;0,00;17,08;5,60;0,00;0,00;0,00;0,00;0,00;0,00;2,77;0,00;6,72;0,00;9,60;0,00;0,00;0,40;0,00;0,70;0,00;2,00;0,00;0,00;0,00;0,85;3,40;0,00;1,36;0,00;0,48;0,00;0,00;0;1;1;0;1;0;1;0;0
221;40;3;200,0;1;0,66;900;711;701;0;2;0;2;3;5;4;13,03;13,03;10,62;12,90;23,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,77;5,77;6,00;6,00;6,00;0,00;0,00;0,00;0,00;0,40;1,30;0,70;0,00;0,00;0,00;0,00;4,59;0,58;2,04;0,44;0,68;0,00;0,00;0,00;0,00;1;1;1;1;1;0;0;0;0
222;50;5;50,0;1;0,33;800;402;510;1;1;3;2;3;7;8;14,87;14,87;0,00;0,00;23,38;14,88;39,60;14,93;17,85;6,18;8,70;30,90;8,70;6,23;8,70;9,15;8,70;1,80;0,00;0,00;0,00;6,00;10,80;9,60;16,80;13,20;0,00;0,00;2,00;2,00;2,00;2,40;2,80;4,59;1,77;0,00;0,00;1,36;2,18;0,48;1,63;1,80;1;1;0;0;1;1;1;1;1
223;40;5;110,0;1;1,00;830;404;510;1;1;3;1;1;8;5;10,17;11,43;12,42;0,00;14,12;11,02;18,15;11,22;11,20;1,22;9,80;8,35;9,80;1,42;9,80;1,40;9,80;1,80;0,00;8,88;0,00;6,12;10,80;9,60;12,00;12,00;0,60;0,00;0,70;2,00;2,00;2,60;2,20;5,68;1,63;2,72;0,00;1,36;1,39;0,44;1,80;1,80;1;1;1;0;1;1;1;1;1
224;25;7;200,0;0;0,75;830;110;701;0;3;2;3;4;8;7;12,50;12,50;11,03;0,00;25,82;14,60;18,28;13,40;15,50;5,50;9,10;9,18;9,10;4,30;9,10;6,40;9,10;5,77;5,77;6,37;0,00;6,37;4,57;4,57;6,60;6,60;0,60;0,00;1,60;1,30;1,30;1,90;1,80;4,25;0,41;2,04;0,00;0,68;1,43;0,48;2,52;1,16;1;1;1;0;1;1;1;1;1
225;40;5;110,0;1;1,00;830;404;510;1;1;3;1;1;8;5;10,17;11,43;12,42;0,00;14,12;11,02;18,15;11,22;11,20;1,22;9,80;8,35;9,80;1,42;9,80;1,40;9,80;1,80;0,00;8,88;0,00;6,12;10,80;9,60;12,00;12,00;0,60;0,00;0,70;2,00;2,00;2,60;2,20;5,68;1,63;2,72;0,00;1,36;1,39;0,44;1,80;1,80;1;1;1;0;1;1;1;1;1
226;45;4;120,0;0;1,00;755;409;701;0;3;1;2;3;6;1;13,92;0,00;19,67;0,00;29,63;16,55;0,00;15,70;17,40;2,55;14,00;0,00;0,00;1,70;14,00;3,40;14,00;7,80;0,00;6,48;0,00;6,48;5,77;0,00;5,63;5,63;0,80;0,00;0,90;1,30;0,00;2,08;1,70;5,68;0,00;2,04;0,00;0,68;1,26;0,00;2,48;1,12;1;0;1;0;1;1;0;1;1
227;60;5;120,0;1;1,00;830;404;512;1;1;3;1;1;8;5;10,78;11,87;9,85;0,00;18,13;12,70;21,08;12,93;12,98;1,30;11,40;9,68;11,40;1,53;11,40;1,58;11,40;4,80;0,00;8,03;0,00;5,28;3,37;2,17;4,57;4,57;0,60;0,00;0,70;3,20;3,20;3,80;3,40;6,80;1,90;2,72;0,00;1,36;1,84;0,85;2,21;2,21;1;1;1;0;1;1;1;1;1
228;44;5;110,0;1;0,50;830;322;701;1;1;3;1;2;8;9;16,10;16,10;16,13;0,00;29,90;19,53;23,77;18,30;21,70;5,53;14,00;9,77;14,00;4,30;14,00;7,70;14,00;7,43;7,43;9,37;0,00;9,37;5,40;5,40;7,80;7,80;1,00;0,00;0,50;1,30;1,30;2,30;1,60;6,05;0,65;2,04;0,00;0,68;1,56;0,51;1,33;1,09;1;1;1;0;1;1;1;1;1
229;45;8;500,0;1;0,37;900;111;701;0;3;4;3;8;8;1;11,37;11,37;11,03;0,00;25,82;18,88;26,80;18,15;20,37;4,88;14,00;12,80;14,00;4,15;14,00;6,37;14,00;11,40;11,40;11,40;0,00;11,40;1,80;1,80;3,83;7,20;0,60;0,00;1,60;1,30;1,30;1,90;3,00;2,58;0,44;2,04;0,00;0,68;1,43;0,44;1,46;1,12;1;1;1;0;1;1;1;1;1
230;40;6;200,0;1;0,80;830;116;701;0;4;2;4;5;8;6;14,42;14,42;13,25;0,00;32,05;17,98;38,82;18,50;22,70;12,88;5,10;33,72;5,10;4,50;14,00;13,60;9,10;11,40;11,40;13,57;0,00;13,57;1,80;1,80;7,20;7,20;0,60;0,00;1,60;1,30;1,30;1,90;4,60;2,79;0,54;2,04;0,00;0,68;1,97;0,51;2,52;1,16;1;1;1;0;1;1;1;1;1
231;48;2;34,0;1;0,00;740;411;511;1;0;1;1;1;4;5;0,00;0,00;18,02;0,00;20,52;0,00;0,00;17,05;16,22;0,00;0,00;0,00;0,00;5,15;11,90;4,32;11,90;0,00;0,00;11,63;0,00;11,88;0,00;0,00;13,92;15,48;1,30;0,00;0,50;0,00;0,00;4,50;3,40;0,00;0,00;2,72;0,00;1,36;0,00;0,00;2,04;2,21;0;0;1;0;1;0;0;1;1
232;48;2;34,0;1;0,00;740;411;511;1;0;1;1;1;4;5;0,00;0,00;18,02;0,00;20,52;0,00;0,00;17,05;16,22;0,00;0,00;0,00;0,00;5,15;11,90;4,32;11,90;0,00;0,00;11,63;0,00;11,88;0,00;0,00;13,92;15,48;1,30;0,00;0,50;0,00;0,00;4,50;3,40;0,00;0,00;2,72;0,00;1,36;0,00;0,00;2,04;2,21;0;0;1;0;1;0;0;1;1
233;40;7;300,0;1;0,71;800;113;701;0;5;2;4;7;8;6;14,47;14,47;17,03;0,00;29,35;18,43;25,05;16,70;18,50;4,43;14,00;11,05;14,00;2,70;14,00;4,50;14,00;6,00;6,00;3,60;0,00;3,60;5,40;5,40;8,63;8,63;0,60;0,00;1,60;1,30;1,30;1,90;2,10;4,05;0,68;2,04;0,00;0,68;1,43;0,48;1,84;1,16;1;1;1;0;1;1;1;1;1
234;40;7;150,0;0;0,25;750;212;511;0;1;1;3;4;5;5;0,00;3,93;7,45;0,00;7,62;0,00;13,48;0,00;4,88;0,00;0,00;10,58;2,90;0,00;0,00;1,98;2,90;0,00;0,23;6,97;0,00;6,23;0,00;7,68;0,00;10,80;0,40;0,00;0,90;0,00;3,20;0,00;3,70;0,00;0,51;2,72;0,00;1,36;0,00;0,85;0,00;2,21;0;1;1;0;1;0;1;0;1
235;48;4;90,0;0;0,50;730;414;510;0;1;1;3;2;8;8;16,42;16,48;18,93;0,00;21,60;15,42;19,47;14,58;16,18;4,32;11,10;8,37;11,10;3,48;11,10;5,08;11,10;5,40;0,00;3,37;0,00;7,80;2,17;0,97;2,77;2,77;1,30;0,00;0,70;2,00;2,00;3,30;2,30;5,47;2,21;3,06;0,00;1,36;1,97;0,48;1,97;1,80;1;1;1;0;1;1;1;1;1
236;48;5;124,0;1;0,50;750;318;702;1;1;3;1;2;6;8;0,00;17,13;17,62;0,00;36,80;0,00;35,60;18,17;21,62;0,00;0,00;22,80;12,80;5,37;12,80;8,82;12,80;0,00;1,80;4,20;0,00;4,20;0,00;3,37;4,43;4,43;0,60;0,00;0,40;0,00;1,30;1,90;1,80;0,00;0,85;2,04;0,00;0,68;0,00;0,48;1,46;1,12;0;1;1;0;1;0;1;1;1
237;48;8;56,0;1;0,00;745;306;511;0;0;2;2;1;2;5;0,00;0,00;9,85;0,00;9,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,80;0,00;7,92;0,00;0,00;0,00;0,00;0,40;0,00;0,70;0,00;0,00;0,00;0,00;0,00;0,00;2,72;0,00;1,36;0,00;0,00;0,00;0,00;0;0;1;0;1;0;0;0;0
238;48;5;124,0;1;0,50;750;318;702;1;1;3;1;2;6;8;0,00;17,13;17,62;0,00;36,80;0,00;35,60;18,17;21,62;0,00;0,00;22,80;12,80;5,37;12,80;8,82;12,80;0,00;1,80;4,20;0,00;4,20;0,00;3,37;4,43;4,43;0,60;0,00;0,40;0,00;1,30;1,90;1,80;0,00;0,85;2,04;0,00;0,68;0,00;0,48;1,46;1,12;0;1;1;0;1;0;1;1;1
239;45;5;200,0;1;0,50;740;322;702;1;2;0;3;4;8;5;16,33;16,33;16,22;0,00;31,42;18,83;27,90;17,90;21,70;6,03;12,80;15,10;12,80;5,10;12,80;8,90;12,80;6,23;6,23;7,92;0,00;7,92;7,92;7,92;8,17;8,17;1,00;0,00;0,30;1,30;1,30;2,30;1,60;4,93;0,78;2,04;0,00;0,68;1,63;0,48;1,29;1,12;1;1;1;0;1;1;1;1;1
240;45;5;200,0;1;0,50;740;322;702;1;2;0;3;4;8;5;16,33;16,33;16,22;0,00;31,42;18,83;27,90;17,90;21,70;6,03;12,80;15,10;12,80;5,10;12,80;8,90;12,80;6,23;6,23;7,92;0,00;7,92;7,92;7,92;8,17;8,17;1,00;0,00;0,30;1,30;1,30;2,30;1,60;4,93;0,78;2,04;0,00;0,68;1,63;0,48;1,29;1,12;1;1;1;0;1;1;1;1;1
241;50;7;35,0;0;0,00;800;212;106;1;0;1;2;1;3;5;0,00;0,00;7,47;2,08;6,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,68;16,57;3,72;0,00;0,00;0,00;0,00;0,40;2,00;0,90;0,00;0,00;0,00;0,00;0,00;0,00;2,72;0,37;1,36;0,00;0,00;0,00;0,00;0;0;1;1;1;0;0;0;0
242;45;3;180,0;1;1,00;745;416;702;1;2;1;1;2;6;1;9,55;9,55;13,37;0,00;19,82;12,47;24,23;0,00;0,00;3,27;9,20;15,03;9,20;0,00;0,00;0,00;0,00;4,80;4,80;13,68;0,00;13,68;7,92;7,92;0,00;0,00;0,80;0,00;0,90;1,30;1,30;0,00;0,00;0,78;0,41;2,04;0,00;0,68;1,29;0,44;0,00;0,00;1;1;1;0;1;1;1;0;0
243;45;4;200,0;1;1,00;800;408;702;1;2;2;2;2;8;1;10,28;10,28;13,92;0,00;20,48;10,98;12,92;11,00;12,40;1,78;9,20;3,72;9,20;1,80;9,20;3,20;9,20;5,40;5,40;8,22;0,00;8,22;7,92;7,92;8,47;8,47;0,80;0,00;0,90;1,30;1,30;2,08;1,90;0,75;0,37;2,04;0,00;0,68;1,29;0,44;1,46;1,12;1;1;1;0;1;1;1;1;1
244;44;2;35,0;0;0,00;740;308;512;1;0;0;2;0;3;5;0,00;0,00;0,00;0,00;14,38;0,00;0,00;10,12;12,97;0,00;0,00;0,00;0,00;2,92;7,20;6,77;6,20;0,00;0,00;0,00;0,00;4,92;0,00;0,00;8,28;8,77;0,00;0,00;3,00;0,00;0,00;3,60;11,00;0,00;0,00;0,00;0,00;1,36;0,00;0,00;2,21;2,21;0;0;0;0;1;0;0;1;1
245;40;6;60,0;1;0,66;800;318;702;0;2;0;3;3;6;7;0,00;12,80;15,98;0,00;34,10;0,00;28,58;16,70;19,40;0,00;0,00;15,78;12,80;3,90;12,80;6,60;12,80;0,00;5,40;12,00;0,00;12,00;0,00;6,00;12,23;12,23;0,60;0,00;0,40;0,00;1,30;1,90;1,80;0,00;0,58;2,04;0,00;0,68;0,00;0,44;1,46;1,12;0;1;1;0;1;0;1;1;1
246;44;7;30,0;0;0,00;715;308;512;1;0;1;2;0;3;5;0,00;0,00;0,00;0,00;12,08;0,00;0,00;10,12;12,97;0,00;0,00;0,00;0,00;2,92;7,20;6,77;6,20;0,00;0,00;0,00;0,00;8,28;0,00;0,00;8,28;8,77;0,00;0,00;0,20;0,00;0,00;3,60;11,00;0,00;0,00;0,00;0,00;1,36;0,00;0,00;2,21;2,21;0;0;0;0;1;0;0;1;1
247;44;7;30,0;0;0,00;715;308;512;1;0;1;2;0;3;5;0,00;0,00;0,00;0,00;12,08;0,00;0,00;10,12;12,97;0,00;0,00;0,00;0,00;2,92;7,20;6,77;6,20;0,00;0,00;0,00;0,00;8,28;0,00;0,00;8,28;8,77;0,00;0,00;0,20;0,00;0,00;3,60;11,00;0,00;0,00;0,00;0,00;1,36;0,00;0,00;2,21;2,21;0;0;0;0;1;0;0;1;1
248;48;1;140,0;1;1,00;750;114;700;1;1;0;1;1;8;1;13,80;13,80;16,00;0,00;28,48;18,80;30,35;18,50;19,30;3,70;15,10;15,25;15,10;3,40;15,10;9,10;10,20;1,80;1,80;11,03;0,00;8,17;7,80;7,80;11,63;11,63;1,00;0,00;2,80;1,30;1,30;2,30;2,00;1,16;0,58;2,04;0,00;0,68;1,29;0,44;1,63;1,12;1;1;1;0;1;1;1;1;1
249;44;6;34,0;0;0,00;820;308;512;1;0;3;1;1;3;5;0,00;0,00;0,00;0,00;16,52;0,00;0,00;10,12;12,97;0,00;0,00;0,00;0,00;2,92;7,20;6,77;6,20;0,00;0,00;0,00;0,00;8,28;0,00;0,00;7,08;7,57;0,00;0,00;0,20;0,00;0,00;3,60;11,00;0,00;0,00;0,00;0,00;1,36;0,00;0,00;2,21;2,21;0;0;0;0;1;0;0;1;1
250;44;3;36,0;0;0,00;700;308;512;1;0;2;1;0;3;5;0,00;0,00;0,00;0,00;12,53;0,00;0,00;10,12;12,97;0,00;0,00;0,00;0,00;2,92;7,20;6,77;6,20;0,00;0,00;0,00;0,00;4,32;0,00;0,00;7,08;7,57;0,00;0,00;3,00;0,00;0,00;3,60;11,00;0,00;0,00;0,00;0,00;1,36;0,00;0,00;2,21;2,21;0;0;0;0;1;0;0;1;1
251;48;6;50,0;1;0,50;745;409;700;1;1;3;1;2;8;7;17,53;17,53;20,72;0,00;31,45;17,92;25,03;16,40;17,90;2,82;15,10;9,93;15,10;1,30;15,10;2,80;15,10;6,00;6,00;7,50;0,00;7,50;7,80;7,80;12,53;12,53;0,80;0,00;0,90;1,30;1,30;2,08;1,70;3,74;1,02;2,04;0,00;0,68;0,75;0,44;1,46;1,12;1;1;1;0;1;1;1;1;1
252;45;6;240,0;1;0,60;745;411;511;1;3;1;5;5;8;6;14,30;15,62;16,65;0,00;18,73;15,42;28,30;14,47;14,87;8,12;7,30;16,40;11,90;2,57;11,90;2,97;11,90;3,60;0,00;9,12;0,00;9,37;6,97;5,77;11,28;11,28;1,30;0,00;0,50;3,20;3,20;4,50;3,40;4,59;1,77;2,72;0,00;1,36;3,26;0,78;2,11;2,11;1;1;1;0;1;1;1;1;1
253;50;4;80,0;1;0,50;745;106;700;0;1;2;2;2;6;2;0,00;10,93;13,28;0,00;23,65;0,00;22,10;13,80;15,20;0,00;0,00;10,60;11,50;3,60;10,20;5,00;10,20;0,00;6,60;6,72;0,00;5,77;0,00;7,80;9,23;9,23;0,60;0,00;1,50;0,00;1,30;1,90;1,80;0,00;0,85;2,04;0,00;0,68;0,00;0,48;2,14;1,12;0;1;1;0;1;0;1;1;1
254;46;3;100,0;1;0,50;750;314;511;1;1;1;1;2;7;8;7,82;8,03;0,00;0,00;10,92;10,23;19,07;9,88;8,97;1,73;8,50;10,57;8,50;1,38;8,50;1,67;7,30;4,08;0,00;0,00;0,00;10,92;6,97;5,77;6,37;8,77;0,00;0,00;0,20;3,20;3,20;4,50;3,30;5,34;1,02;0,00;0,00;1,36;1,63;0,85;2,04;2,21;1;1;0;0;1;1;1;1;1
255;50;4;80,0;1;0,50;745;106;700;0;1;2;2;2;6;2;0,00;10,93;13,28;0,00;23,65;0,00;22,10;13,80;15,20;0,00;0,00;10,60;11,50;3,60;10,20;5,00;10,20;0,00;6,60;6,72;0,00;5,77;0,00;7,80;9,23;9,23;0,60;0,00;1,50;0,00;1,30;1,90;1,80;0,00;0,85;2,04;0,00;0,68;0,00;0,48;2,14;1,12;0;1;1;0;1;0;1;1;1
256;50;4;180,0;1;0,66;800;601;701;1;2;2;1;3;6;1;13,92;13,92;12,12;0,00;24,13;16,38;28,45;0,00;0,00;7,28;9,10;19,35;9,10;0,00;0,00;0,00;0,00;0,60;0,60;6,97;0,00;6,97;2,40;2,40;0,00;0,00;0,50;0,00;0,60;1,30;1,30;0,00;0,00;0,85;0,41;2,04;0,00;0,68;1,56;0,48;0,00;0,00;1;1;1;0;1;1;1;0;0
257;44;4;220,0;1;0,50;810;300;511;1;1;2;2;2;6;1;5,22;5,22;0,00;0,00;10,40;5,38;8,12;0,00;6,22;1,28;4,10;4,02;4,10;0,00;0,00;2,12;4,10;1,92;0,00;0,00;0,00;7,68;7,68;6,48;0,00;6,97;0,00;0,00;1,90;3,20;3,20;0,00;4,20;7,82;0,78;0,00;0,00;1,36;1,80;0,85;0,00;2,21;1;1;0;0;1;1;1;0;1
258;48;7;110,0;1;0,60;745;123;700;0;3;3;2;5;8;1;17,72;17,72;23,83;0,00;40,47;22,93;29,73;21,82;29,78;7,83;15,10;14,63;15,10;11,62;10,20;14,68;15,10;5,77;5,77;11,28;0,00;6,23;5,28;5,28;5,03;5,03;1,00;0,00;2,80;1,30;1,30;2,30;2,90;3,67;0,99;2,04;0,00;0,68;2,11;0,48;2,14;1,12;1;1;1;0;1;1;1;1;1
259;45;5;100,0;0;0,50;810;402;700;0;1;0;2;2;5;4;0,00;0,00;8,25;7,60;18,22;0,00;0,00;7,20;7,50;0,00;0,00;0,00;0,00;0,90;6,30;1,20;6,30;0,00;0,00;3,60;13,92;3,60;0,00;0,00;5,28;5,28;0,80;1,30;0,90;0,00;0,00;2,08;2,40;0,00;0,00;2,04;0,44;0,68;0,00;0,00;1,46;1,12;0;0;1;1;1;0;0;1;1
260;40;5;100,0;1;0,33;740;134;700;1;1;3;3;3;7;8;19,28;19,28;20,58;0,00;38,63;23,83;42,07;23,23;0,00;8,73;15,10;26,97;15,10;8,13;15,10;0,00;0,00;5,77;5,77;18,23;0,00;6,60;5,28;5,28;6,97;0,00;0,50;0,00;1,00;1,30;1,30;1,80;0,00;3,81;1,05;2,04;0,00;0,68;2,14;0,48;1,46;0,00;1;1;1;0;1;1;1;1;0
261;45;7;30,0;1;1,00;630;409;511;0;1;3;3;1;3;5;0,00;0,00;0,00;0,00;26,73;0,00;0,00;19,97;24,22;0,00;0,00;0,00;0,00;8,07;11,90;12,32;11,90;0,00;0,00;0,00;0,00;6,23;0,00;0,00;11,03;11,03;0,00;0,00;3,00;0,00;0,00;3,80;8,00;0,00;0,00;0,00;0,00;1,36;0,00;0,00;2,21;2,21;0;0;0;0;1;0;0;1;1
262;45;3;98,0;1;0,50;740;708;31;1;1;1;2;2;3;4;0,00;0,00;9,18;9,10;20,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,63;6,72;5,63;0,00;0,00;0,00;0,00;0,30;1,30;0,20;0,00;0,00;0,00;0,00;0,00;0,00;2,04;0,44;0,68;0,00;0,00;0,00;0,00;0;0;1;1;1;0;0;0;0
263;45;4;32,0;1;0,00;820;402;511;1;0;0;1;0;3;5;0,00;0,00;0,00;0,00;20,68;0,00;0,00;14,97;16,18;0,00;0,00;0,00;0,00;6,47;8,50;6,68;9,50;0,00;0,00;0,00;0,00;4,43;0,00;0,00;8,63;13,43;0,00;0,00;4,50;0,00;0,00;3,80;4,00;0,00;0,00;0,00;0,00;1,36;0,00;0,00;2,21;2,21;0;0;0;0;1;0;0;1;1
264;50;5;50,0;0;1,00;745;115;700;1;1;3;1;1;7;1;14,15;14,15;0,00;0,00;33,33;19,97;21,45;16,45;22,60;4,87;15,10;6,35;15,10;6,25;10,20;12,40;10,20;4,08;4,08;0,00;0,00;13,68;5,28;5,28;12,48;12,48;0,00;0,00;3,30;1,30;1,30;2,30;4,60;4,96;0,78;0,00;0,00;0,68;1,60;0,48;2,48;1,05;1;1;0;0;1;1;1;1;1
265;43;4;70,0;1;1,00;825;403;511;1;1;2;1;1;4;4;14,23;14,23;0,00;11,90;16,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,48;6,72;0,00;0,00;0,00;0,00;0,00;3,20;0,70;0,00;0,00;0,00;0,00;4,05;1,50;0,00;0,75;1,36;0,00;0,00;0,00;0,00;1;1;0;1;1;0;0;0;0
266;70;6;200,0;0;0,60;820;500;107;0;3;1;4;5;3;4;0,00;13,58;0,00;11,90;17,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,83;5,88;0,00;0,00;0,00;0,00;0,00;3,20;0,50;0,00;0,00;0,00;0,00;0,00;1,73;0,00;0,85;1,36;0,00;0,00;0,00;0,00;0;1;0;1;1;0;0;0;0
267;48;6;55,0;0;1,00;735;123;702;0;2;3;2;2;8;1;14,98;14,98;18,08;0,00;35,97;20,43;26,25;21,30;25,80;7,63;12,80;13,45;12,80;8,50;12,80;13,00;12,80;5,17;5,17;6,72;0,00;6,72;10,57;10,57;14,17;14,17;1,00;0,00;1,90;1,30;1,30;2,30;2,90;0,85;0,41;1,53;0,00;0,68;1,53;0,44;1,63;1,12;1;1;1;0;1;1;1;1;1
268;44;3;96,0;1;0,66;740;511;702;1;2;1;2;3;5;5;18,57;0,00;0,00;0,00;27,13;17,32;17,32;0,00;21,17;4,52;12,80;4,52;12,80;0,00;0,00;8,37;12,80;6,60;0,00;0,00;0,00;8,17;10,57;10,57;0,00;15,00;0,00;0,00;3,00;1,30;1,30;0,00;1,80;4,73;0,00;0,00;0,00;0,61;1,56;0,48;0,00;1,12;1;0;0;0;1;1;1;0;1
269;50;3;110,0;1;1,00;900;500;107;1;1;1;1;1;3;1;12,97;0,00;0,00;11,90;17,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,68;0,00;0,00;6,67;3,42;0,00;0,00;0,00;0,00;0,00;3,20;0,50;0,00;0,00;0,00;0,00;5,85;0,00;0,00;0,75;1,36;0,00;0,00;0,00;0,00;1;0;0;1;1;0;0;0;0
